id,price,moonRank,💎 score (%),storeURL,Background,Expression,Extras,Eyes,Face,Headgear,Lines,Name,Neck,Skull
6,2.8,6651,42.01,https://solanart.io/nft/2bCqymm8xmzFkTmYa6QXuwUyS9SWqaVH9GLkxNejGd3q,Grey,Deadpan,None,Single Blue,None,None,Cheeks,Axel the Badass,None,Teal Bucket
45,15,897,0,https://solanart.io/nft/5vA1D1dQ4oYtDQ64nBaBa7kDHPbhgDGahVK8f9UThnU8,Yellow,Deadpan,None,Twin Green,Tongue,Golden Horns,Worry Lines,Xander the Brain Dead,None,Yellow Spray Paint
62,10,4898,0,https://alpha.art/t/8Pr68T7u1WZs97Q1LrejwHW7n2q8pwqLfrKS2f6BwFZ2,Grey,Fearsome,None,Red Flames,None,Red Baseball Cap,None,Attila the Evil,None,Blue Marbled
116,1.78,3143,73.3,https://solanart.io/nft/DVYL3aZrNHDr1YJXyPuZjTNYF57Qner8LUMa9ddwnKAc,Purple,Deadpan,None,Tiny Pupils,None,Blue Mohawk,Divot,Cronos the Rowdy,None,Wavy Blue
119,3.33,3839,53.62,https://alpha.art/t/5PgLXbWhAg8pqBz6VWE4MX455RUoLQcXdzG3jXgFCh7i,Royal Blue,Fearsome,None,Matches,Kunai,Blue Mohawk,Worry Lines,Rocco the Chaotic,None,Red Pop Art
165,5,3523,38.82,https://solanart.io/nft/HQqxFrCd1VuJLHQEX6aHoPvBGTiEv4yJ8Ub5MHreCc3v,Mango,Deadpan,None,Slime,Tongue,Green Baseball Cap,Cheeks,Santiago the Stone Cold,None,Pink Spray Paint
177,17,2034,0,https://solanart.io/nft/5JEMeAT1LyqDYE4JUJMqJNZovNufnw7vBhUQdKHqx42m,Royal Blue,Deadpan,None,Pit Vipers,None,Victor's Laurels,Cheeks,Rafael the Drop Dead Gorgeous,None,Jungle
186,5,2665,43.98,https://solanart.io/nft/D1o7rNf7yGyNiLh2gJiNx3xndTDPmHL92tFFdBsxJE7K,Orange,Deadpan,None,Zen,Tongue,Halo,Squiggle,Wagner the Undaunted,None,Pop Art
192,2,4055,65.62,https://solanart.io/nft/4PFU7KDQmnZQD4qCPRpN6ddzLfhZEE9hq6rnKWSr1qkg,Yellow,Deadpan,None,Zombie Whites,Joker Grin,None,Worry Lines,Keanu the Schemer,None,Brains
219,2.2222,3527,66.57,https://solanart.io/nft/7eVAfJ8uVvewriLGBU4sLirZ3vRVjX1Nx3vxcZEuQLiM,Purple,Deadpan,None,Tiny Pupils,Tongue,Blue Mohawk,None,Logan the Mutant,None,Zombie
238,3.33,6177,39.56,https://solanart.io/nft/GT4L9QdfvCkno757Lq3urpF85uQNvttWwp1ddCHWj9ZE,Teal,Fearsome,None,Matches,Green Poker Chip,None,Cheeks,Cujo the Savage,None,Bloody Splatters
242,83.5,1662,0,https://solanart.io/nft/5GA5TWECZWjbo1rEDaaEvqbScbXqWo5Pcf3xTayDq15k,Mango,Fearsome,None,One Yellow Coin,Chef's Knife,None,Cheeks,Cosmo the Unbalanced,None,Ramen
255,5,4306,34.11,https://solanart.io/nft/DSVM61TrVFh9FghGzqaFbzoadNM8i2j4uPetUfHLFzPZ,Teal,Fearsome,None,Blood,Tongue,Blue Spiked Mohawk,Worry Lines,Alistair the Savage,None,Purple Creepy Crawlies
260,5,140,59.16,https://solanart.io/nft/8xkcbumGPMVxQGFgP7fwYNtuczUa9JgJUnrgLceL8Nky,Grey,Fearsome,None,Twin Purple,Cleaver,Purple Spiked Mohawk,Buttchin,Propero the Bareboned,None,Tie Dye Slime
272,15,6399,0,https://solanart.io/nft/DxAEqyzzNL4dqqx3wYVYCfjVSzRWvcsmrHpsF5gPnuBJ,Orange,Deadpan,None,Single Purple,Kunai,None,Worry Lines,Chester the Terror,None,Tie Dye Slime
275,1.3,6087,60.4,https://solanart.io/nft/DEAoFceW9PGxq4MHqqisJvppiVm1mpKVUVM8ZNejYVF4,Purple,Fearsome,None,Single Red,None,None,None,Keanu the Knucklehead,None,Empty Candy Bucket
281,3.2,2857,60.82,https://solanart.io/nft/9yqP7WUZY3VcoeLZy35U7AmtM3jiDtjrE5TQKKbsaA7P,Purple,Fearsome,None,Single Purple,Razor Blade,Golden Horns,Cheeks,Cryus the Anaconda,None,Pop Art
285,5,5555,26.6,https://solanart.io/nft/9iPcTvbn25nff6UkChTwekw2ueHrMj1bWRDR67Ns84yF,Purple,Deadpan,None,Green Paint,None,None,Worry Lines,Baron the Lamebrain,None,Zombie Brains
299,5,3599,38.36,https://solanart.io/nft/HiwwJXCGq8XtTGCyKLND7whKDdXucdPH963kJpsTmoWY,Mango,Fearsome,None,Twin Blue,Green Record,None,None,Malcolm the Butcher,None,Ramen
312,4,5171,38.91,https://solanart.io/nft/ABVkmKXQx11j1eg27HsYrVPPrx87CZbRuaQ2Anibjp1H,Grey,Fearsome,None,Single Green,Trench Knife,None,Divot,Jigsaw the Really Impressive,None,Teal Bucket
322,5,1588,50.45,https://solanart.io/nft/D4vhrkHPspapkF5FeBifEiGnuVxkfxsaRhxpZrzEemcB,Teal,Fearsome,None,Single Orange,Chef's Knife,Purple Baseball Cap,Cheeks,Hector the Varmint,None,Crimson Cranium
325,3,804,75.17,https://solanart.io/nft/3RGjHK9tBf5tWKecAUasKKT1o6oWrLFB652sFMH8w636,Grey,Deadpan,None,Single Red,Razor Blade,Dark Crown,Cheeks,Seamus the Monstrosity,None,Bone
329,4,4290,44.21,https://solanart.io/nft/9fzUDFJNnTY8icz7K3VdJbE5Qj7UaL2sqxzNUjVzeUWj,Royal Blue,Fearsome,None,Twin Blue,Hatchet,Blue Spiked Mohawk,Worry Lines,Dimitri the HODLER,None,Bloody Splatters
333,8,4338,3.92,https://alpha.art/t/9RxxkaJR6hyEWerc2h3djU4rzYtMtVtxNxnN3HcawHgU,Yellow,Deadpan,None,Single Purple,None,Blue Mohawk,Squiggle,Victor the Lotus,None,Blue Splash
355,10,4901,0,https://solanart.io/nft/DFvBppCYKnypgfcQx4JN5fpXJ46FJUUgAmHeuotd5yiP,Orange,Fearsome,None,Single Purple,Melon Hammer,Horns,Cheeks,Ash the Chaotic,None,Hard Scrape
356,1.24,4455,70.82,https://solanart.io/nft/DmpC8nRTxBgZbsT4fd9KhAQ35TGaHJuRHNb7xBiTJq1F,Grey,Deadpan,None,Blood,Tongue,Ice Scream Cone,Cheeks,Chad the Reignited,None,Blue Marbled
393,4.49,1288,57.36,https://alpha.art/t/BymMWmx9tQekbRUHUWcwPJGRBbmLXdSNTSKCL1yRAbj9,Sky Blue,Fearsome,None,Joker Paint,Green Record,Green Spiked Mohawk,Cheeks,Romeo the Harbinger,None,Bloody Splatters
411,3,4893,50.58,https://solanart.io/nft/HSD1dHhgow8J1CJoDccq8nWqcCFssQf7AT5WuWRKR3vV,Mango,Fearsome,None,Red Flames,Green Record,Royal Blue Durag,Cheeks,Archie the Juicy,None,Blue Splash
429,5,6607,20.28,https://solanart.io/nft/3uFK61LmRKqPe5Z2ZWCZPAFX3UXZzRRGDpcZDGKTDnsH,Red,Fearsome,None,Blood,None,None,None,Griffin the Evil,None,Empty Candy Bucket
431,9.9,262,9.42,https://solanart.io/nft/F6iH3x5UpPRzKipka3oDETst1U86TJMHEW4ceqWN4xrw,Mango,Deadpan,None,Nine Ball,Clouds,None,Buttchin,Wagner the Badass,None,Empty Candy Bucket
436,275,18,0,https://solanart.io/nft/7fB6wHHyCJtfPUDRHh5SzTWYAtWjVN27yTQgLokd8PDw,Seafoam Green,Fearsome,Censored,Blood,Melon Hammer,Red Durag,None,Lucius the Unbalanced,None,Blue Crosshatch
440,5,852,54.88,https://solanart.io/nft/EyvGnxeZ65LUv4Rof7ZkJK1hgtFExMdhuBzwCFNp8nyk,Grey,Deadpan,None,Sunglasses,Kunai,Zombie Hand,None,Odin the Reincarnated,None,Wavy Blue
449,5,1244,52.52,https://solanart.io/nft/HPuLMcYkHzDMAJqJFkb6VumjzucJkJc5oHyh8FyqzdVF,Teal,Deadpan,None,Joker Paint,Green Record,Halo,Divot,Malcolm the Hangry,None,Crimson Cranium
471,5,432,57.4,https://solanart.io/nft/AfUjMqPSDZS9qXUv4o9gY5Zy2tXspK59wDLvvM7N9pqg,Mango,Deadpan,None,Pit Vipers,Green Record,Emo Party Hat,Divot,Judas the Champion,None,Candy Corn
502,27,4172,0,https://solanart.io/nft/5eddR3ZFuU3sCXFwf5WNJb7Am2QhXLqdnnQ2YpPqG3m,Yellow,Deadpan,None,Tiny Pupils,Chef's Knife,None,Squiggle,Keanu the Bonebreaker,None,Blue Marbled
505,1.999,5359,57.79,https://solanart.io/nft/3y4E3ijMmyXhsvxFp4bXWMJGQ1TPtZNWYo87gaYmhsFN,Mango,Fearsome,None,Dead Xs,Razor Blade,None,Cheeks,Manny the Savage,None,Nebula
510,2.8,4336,55.93,https://solanart.io/nft/A1JS59igmNbYXQZgTLoJU4zsvBJ5zFxaHvZfTZnkDzjS,Purple,Fearsome,None,Single Purple,Kunai,Blue Mohawk,None,Leonardo the Dude,None,Wavy Blue
545,3.5,2507,59.93,https://solanart.io/nft/DW1KzSHGUUFH4VuD6kSWDABnRpfVk6kuCZraTZojp7sw,Teal,Deadpan,None,Blue Flames,Green Poker Chip,Blue Mohawk,None,Hitchcock the Ferryman,None,Kabuki Mask
573,2.25,6329,49.45,https://solanart.io/nft/B3WQYs1CKgTGMJwGYEsGqXZ5seie2WvyktXdQmoXs6i4,Orange,Fearsome,None,Single Green,None,Pizza,Cheeks,Rocco the Traitor,None,Purple Marbled
632,12,272,0,https://solanart.io/nft/3DAnc3Hfaa8ZNBuahjA9viaaqjKnNwGAjGVwzM2jRsCB,Fuschia,Fearsome,None,Single Red,Mango Hammer,Captain's Hat,Cheeks,Richie the Bootylicious,None,Happy Little Clouds
654,4,2723,53.63,https://solanart.io/nft/GMYbNMvMGrspSHAbvxmag6axHT8fb5i5xrhq7d23HWYv,Sky Blue,Fearsome,None,Slime,None,Pit Vipers,Cheeks,Carlos the Adorable,None,Blue Splash
675,5.55,491,51.55,https://alpha.art/t/3hpbaegnF8jyUhMgqwpGxgC6FMjdUjEKcDRLGECyjdjV,Red,Deadpan,Censored,Blood,None,Blue Mohawk,Worry Lines,Willard the Loaded,None,Purple Creepy Crawlies
685,1.78,6456,53.38,https://solanart.io/nft/C6Lr4kNPN1n745TAkQ9cXg6Y2TCFdqjmThshNNaBw9MT,Royal Blue,Deadpan,None,Single Purple,Hatchet,None,Cheeks,Baron the Drop Dead Gorgeous,None,Brains
700,4,1334,61.98,https://solanart.io/nft/G8iZWEQHpUX4xv677q6LBNP9UaMpiosGkRqM6YD8K3tC,Orange,Deadpan,None,Purple Worms,Kunai,Green Baseball Cap,None,Cryus the Inferno,None,Hard Scrape
734,53,3187,0,https://solanart.io/nft/EJFFmJAnLeehBoYYKx4ZZ3vpiNbcvniTLgde7yUUAMFD,Teal,Deadpan,None,Eight Ball,Kunai,Red Mohawk,Cheeks,Casper the Wrathful,None,Bone
822,3.1,3386,58.64,https://solanart.io/nft/BiF8u7VrMxPsxtSuaSWQmPa78MNtYTsRE7xn9c56Lzpx,Red,Deadpan,None,Slime,Chef's Knife,Green Spiked Mohawk,Cheeks,Hagrid the Ferryman,None,Blue Crosshatch
841,6.9,6260,3.36,https://solanart.io/nft/G2F98HUHoiVMjKqGiFni61d4jqMHfrQzDSrxpNTD2wsN,Yellow,Deadpan,None,Matches,None,None,Cheeks,Cronos the Unbalanced,None,Blue Crosshatch
877,3,1759,69.42,https://solanart.io/nft/AZYvWsoA3AdPeipMSGwGKyykDrtFpav2bBLZsffJYyvW,Teal,Fearsome,None,Pit Vipers,Blue Poker Chip,Purple Spiked Mohawk,Cheeks,Jason the Ferryman,None,Bone
923,25,169,0,https://solanart.io/nft/8zXQhNuN28zAziLb8HAaANKRu8XkjhAPHbRWFjqw1PgY,Fuschia,Deadpan,None,Matches,Cigarette,Zombie Hand,Worry Lines,Cronos the Unbroken,None,Blue Crosshatch
958,5,3311,40.09,https://solanart.io/nft/HBjK1ibzsiUxNPdgc9pJKVAb4MmNmNofFiGVxN5XngAr,Grey,Deadpan,None,Single Green,Hatchet,Pizza,Cheeks,Chad the Conjured,None,Cerulean Sugar Skull
1000,3.2,5430,45.35,https://alpha.art/t/9HvQCFuc7tJWbFfenkPgihs9kB5dL9mDWazJqCDvAuj7,Purple,Fearsome,None,Blue Worms,Trench Knife,None,None,Augustus the Deathbringer,None,Empty Candy Bucket
1005,3.5,6578,35.45,https://alpha.art/t/64HcsZwisowQ2PbXe6K2YSckAiczR4YVWfdewxX1i434,Red,Deadpan,None,Twin Green,None,None,Divot,Luther the Steel-balled,None,Brains
1025,15,632,0,https://solanart.io/nft/FRbFhSx1tg7UbYgHfyaVkmjvsY1QMoDFGQYEoTYrU7Zv,Blueberryish,Fearsome,None,Blood,Green Record,Halo,Cheeks,Magnus the Bonebreaker,None,Gold
1031,4,1820,59.06,https://solanart.io/nft/2o1NWgXXb8MqaBnSZ9iSVqwfHbL9RQzrKmnXMx48RCpw,Purple,Deadpan,None,Twin Blue,Tongue with Eyeball,Horns,Worry Lines,Benedict the Deadly,None,Fuschia Tie Dye
1041,9,741,15.54,https://solanart.io/nft/HGxsgc4EovayRUuACFk5AAtbw3aneeBpkrZzpvH3X7u1,Yellow,Deadpan,None,Matches,Tongue,Toasted,None,Hector the Sinner,None,Cerulean Sugar Skull
1055,5.9,2352,36.86,https://solanart.io/nft/FbZmAS99jQmxs3SPYHphk31kw4LP93jiNmvbpKi77fAJ,Mango,Fearsome,None,Twin Green,Tongue with Eyeball,Captain's Hat,Worry Lines,Virgil the Prodigy,None,Jungle
1064,16.899999999,124,0,https://alpha.art/t/97Ze6jocGM1HVbyF465NA7Xm2k6us73ZGdoDfg84NvXh,Slime Green,Fearsome,None,Eight Ball,Chef's Knife,Army Helmet,Divot,Rocky the Aggro,None,Green Spray Paint
1094,4.2,3855,44.82,https://solanart.io/nft/ERwpa6cjCPjAswo5FMBkDQmNwhvkL2FHJw42xCwdmG46,Purple,Fearsome,None,Matches,None,Blue Spiked Mohawk,None,Charlie the Schemer,None,Blue Splash
1102,3,1310,72.12,https://solanart.io/nft/4Hrrsvy7n8ZrHm65SbELp46hjr8gdysVV9vG22UukSgk,Yellow,Fearsome,None,Joker Paint,Chef's Knife,Headphones,Worry Lines,Attila the Metaphorical,None,Bowie
1112,5,2954,42.24,https://solanart.io/nft/GxrcMARm3ZpFb6iZSTYGNm6oDT5DygmxNF77JYAbMyme,Grey,Deadpan,None,Lightning,Trench Knife,Royal Blue Durag,Divot,Romeo the Forbidden,None,Purple Marbled
1119,4,872,64.76,https://alpha.art/t/A4zz5FBCZ7PuC9Q8Ur9oYD2wNttZVSyN6iUUd51y57Ea,Seafoam Green,Deadpan,None,Single Green,Hatchet,None,Buttchin,Edmond the Blazed,None,Purple Bucket
1129,3,5711,45.66,https://solanart.io/nft/Guo1ufveNpiiY6yvhdtYmGgnKDk8cRkDpRWmQTwXTvxA,Grey,Deadpan,None,Sunglasses,Kunai,None,Cheeks,Magnus the Knucklehead,None,Empty Candy Bucket
1130,5.9,3406,30.52,https://solanart.io/nft/4RTYcnBCm6FzxygZA7rH8Pa3LBvJ3cgFXxg7Jp9TXcMn,Teal,Deadpan,None,Twin Green,Fat Cigar,Halo,Cheeks,Atlas the Enraged,None,Tie Dye Slime
1140,4,2168,56.97,https://solanart.io/nft/9RJFxfrcJ8KRcPdMS4da2fpaG9aYDyA9Hi9DbBi4hLCC,Purple,Fearsome,None,Tiny Pupils,Tongue,Red Horns,Cheeks,Thomas the Prankster,None,Hard Scrape
1192,2.8,3237,62.54,https://solanart.io/nft/GKKZUwoQcVQUxnUXnexLgzU4N195rv3Vq3EyFjy1Gh4k,Orange,Deadpan,None,Single Orange,Tongue with Eyeball,Blue Spiked Mohawk,Worry Lines,Luscius the Absolutely Humongous,None,Blue Crosshatch
1214,10,1313,2.11,https://solanart.io/nft/B4qXneb7fAyymob4TmPK1gvCN5XfScykcSXHmt3EefPh,Fuschia,Fearsome,None,Blue Worms,Smoke,Horns,Worry Lines,Marco the Big Boy,None,Orange Spray Paint
1228,50,3450,0,https://solanart.io/nft/BSA7gFg8TW1rfbPqXPdZ7ADRVUaZSpWhczUN7v5C4qN4,Red,Fearsome,None,Single Red,None,Red Horns,Worry Lines,Cyrus the Chosen,None,Candy Corn
1236,35,4595,0,https://solanart.io/nft/6qJncf4MN6vq4cuz9oWG4qm7Ta7ZwS9rqBWpJsMFS2jT,Yellow,Fearsome,None,Eyepatch,None,None,None,Archie the Sick,None,Empty Candy Bucket
1238,11,526,0,https://solanart.io/nft/B4ArqtkeMTiw2jEc6o861hqUYDUjvCi95dy6kLKRdZJ3,Royal Blue,Deadpan,None,Grape Jelly,Mango Hammer,Army Helmet,None,Wes the Doombringer,None,Yellow Spray Paint
1243,1.3,3128,78.19,https://solanart.io/nft/EFmH4ntG4tAH54wVHCUyM9VTpegcEDtdgftj1yLhNE2,Purple,Deadpan,None,Twin Green,Orange Record,Tophat,Cheeks,Alfred the Really Impressive,None,Cerulean Sugar Skull
1283,11.8,241,0,https://solanart.io/nft/6YbXYktCnyPX9hMtoPKFPGcJhyhw7XYxJ7a8eoEsD3Lq,Sky Blue,Deadpan,None,Green Paint,Kunai,Red Mohawk,Buttchin,Atlas the Big Boy,None,Cerulean Sugar Skull
1287,26,610,0,https://solanart.io/nft/Cc4FqgAS9XYemfQK8MexK87sECMmbC6qj7vvG6x6jFkL,Mango,Fearsome,Redacted,Single Purple,Kunai,None,Cheeks,Hagrid the Sick,None,Purple Marbled
1292,2.8,4160,56.99,https://solanart.io/nft/4NJd1vA7SUi1ayC9mvKRB9ac1fX3Ranie4pt2i4aV2sX,Red,Deadpan,None,Red Flames,Tongue,Royal Blue Durag,None,Freddy the Stealthy,None,Blue Marbled
1316,5,398,57.61,https://solanart.io/nft/CFdnK9yx72nFHwWmJ2PK7CZRFUArSfd8U1RYo4vkJLXm,Purple,Deadpan,None,Twin Red,Trench Knife,Victor's Laurels,Divot,Propero the Chaotic,None,Putting Green
1389,8,3266,10.36,https://solanart.io/nft/DuHUnypmxqggmziq9bkX3CUh2PVst5Dm6pvKZmWWu5Cn,Orange,Fearsome,None,Single Blue,Razor Blade,Blue Mohawk,None,Donatello the Unhinged,None,Blue Splash
1398,10,2804,0,https://solanart.io/nft/6Nxub7Xx1amEAw5xcJt34wdAmpm6wwh7QYEx77PsVDvc,Grey,Deadpan,None,Single Blue,Razor Blade,Pit Vipers,Cheeks,Freddy the Really Impressive,None,Wavy Blue
1402,5,312,58.12,https://alpha.art/t/Cry4qRZQDEYYaws2GW3BzDQuXEPq5qSHUbHjPoNWW26r,Yellow,Deadpan,None,Dead Xs,Blue Record,Cherry,None,Keanu the Mutilator,None,Bowie
1403,2.5,6053,48.61,https://solanart.io/nft/Hnf3TprfKGKbVgNsYDjYS16pkhsGfQMhzTiEFrkLamGj,Orange,Deadpan,None,Twin Orange,Green Record,None,Worry Lines,Luther the Brutal,None,Emptyheaded
1408,1.78,6516,53.02,https://solanart.io/nft/HM8VUrXCbb61AEUbpHEPw8V7SA36yw52PXNZSvCTJvc1,Orange,Deadpan,None,Single Purple,Razor Blade,None,Worry Lines,Myers the Doomed,None,Brains
1416,12,4480,0,https://alpha.art/t/DXZ9Bc7Jt9zGbejkdZ8bPiXPhHSRimeHFscqnqMN8SRS,Mango,Deadpan,None,Single Green,Joker Grin,Red Baseball Cap,Cheeks,Hannibal the Dire,None,Tie Dye Slime
1426,1.1,6017,62.82,https://solanart.io/nft/7Hq441u9wDJvhyqRSEeP3cKZM6GLCKEotEYoPKWCXjN,Orange,Deadpan,None,Single Blue,None,Army Helmet,Worry Lines,Boris the Forbidden,None,Bone
1459,9.9,924,5.44,https://solanart.io/nft/7R5M4495UvGjH6kXFzXm2oq1JVx4mARzzkgrWgEfsmtf,Sky Blue,Deadpan,None,Joker Paint,Mango Hammer,Purple Baseball Cap,Worry Lines,Richie the Unhinged,None,Bloody Splatters
1510,5,6019,23.81,https://solanart.io/nft/6bhsBFu1wcDkJrxsqDvwGZedGAa23cDsLsAmpR4xnoKV,Royal Blue,Fearsome,None,Joker Paint,Blue Poker Chip,None,Worry Lines,Ajax the Dire,None,Emptyheaded
1521,9,501,16.99,https://solanart.io/nft/3ifdv4JHHTYo9ZS8EsjjHYWfN4hx8GB6ATaUgUz5Za4E,Orange,Deadpan,None,Tiny Pupils,Smoke,Toasted,Cheeks,Jigsaw the Varmint,None,Zombie
1533,5,5848,24.84,https://solanart.io/nft/3dN4GLDQDvbMTMmt6jwsZ92xfJFmGEevuzeAPt1KrYox,Grey,Fearsome,None,Dead Xs,Mango Hammer,None,Cheeks,Alistair the Vigorous,None,Purple Day Of The Dead
1541,8,167,29,https://solanart.io/nft/4veWSxH76LtmHFDVRHM78CkXzCHQuEYUquy8xrdTgZt3,Sky Blue,Deadpan,None,Twin Solana,Green Record,Army Helmet,Squiggle,Elvis the Cosmic,None,Bowie
1561,1.2,5594,64.37,https://solanart.io/nft/DktBkQvCyTK3v9XtrKmFxq7d1cLEWgc6tRuMeEdAa8Ci,Purple,Fearsome,None,Matches,Razor Blade,None,Cheeks,Hiro the Knucklehead,None,Teal Bucket
1584,3,5445,47.26,https://alpha.art/t/2BqoR7m74yMJEe6AFGuxxnn8dfHb5cpNnCTZdd8PZR84,Red,Fearsome,None,Twin Red,Hatchet,None,Worry Lines,Xander the Near-death,None,Hard Scrape
1586,1.32,4787,68.02,https://solanart.io/nft/G3epyTnfWKab3hxFSPPUKXkEYQeQXNRGx656qrpqb4qf,Yellow,Deadpan,None,Joker Paint,Tongue,Halo,Worry Lines,Chucky  the Unreasonably Macho,None,Pop Art
1599,1.6,2976,76.11,https://solanart.io/nft/EGfTEw5rWFMQWdAURrPWwxhD7LjdZyf79J1WJZeTzHD,Red,Fearsome,None,Single Red,Orange Record,Tophat,Cheeks,Raphael the Amped,None,Purple Marbled
1620,2.25,5682,53.34,https://solanart.io/nft/51hSj9hFesAfpdju4rk683xzuFA5sWDLpNAfcRPAn7oN,Red,Deadpan,None,Red Flames,Fat Cigar,None,Worry Lines,Myers the Anaconda,None,Putting Green
1627,3.2,4499,50.95,https://solanart.io/nft/A2r1aA8vffczMNRVhBn1CraxP1b7GjkByPaaMPpTXbng,Teal,Fearsome,None,Twin Blue,Green Record,Ice Scream Cone,Divot,Victor the Unspeakably Dreadful,None,Blue Crosshatch
1637,1.05,2169,86.46,https://solanart.io/nft/6BwEYx2FTFhcxFTxz2qkLdr87dQE2ozJXGgdRcPFwsxJ,Purple,Fearsome,None,Nine Ball,Smoke,None,Worry Lines,Santiago the Deathbringer,None,Brainwave
1671,1.2,4819,69.03,https://solanart.io/nft/B88i1gsQbBpWwnMDQKCeQDxXp7cLSX5NM43vi8LkKyqT,Mango,Deadpan,None,Blue Flames,Green Record,Royal Blue Durag,Worry Lines,Derek the Big Boy,None,Camo
1700,3,1469,71.17,https://solanart.io/nft/DmTq6YQtj7Sovp2znQdBzwvTfkfw3xaL1Mfvf7p51NtV,Orange,Fearsome,None,Green Paint,Razor Blade,Army Helmet,Squiggle,Nikolai the Ooze,None,Bloody Splatters
1712,3,5029,49.76,https://solanart.io/nft/AWopnEsx4FJrJRmP4EEAKBScCuWhCQe5EV4kTzQb7mWr,Teal,Fearsome,None,Single Orange,None,Fried Egg,Cheeks,Benny the Insanely Huge,None,Purple Creepy Crawlies
1721,6.5,1080,38.51,https://solanart.io/nft/GL4521jZ4f41T9wnnKJrj1tbD7S1H8aNdRhSaVMX8Ddb,Fuschia,Deadpan,None,Red Flames,Melon Hammer,Red Baseball Cap,Divot,Charlie the Humerus,None,Nebula
1724,11.1,202,0,https://alpha.art/t/HzFanZ16xBs2NgdV5QPFQyTmnEMcVxHkfeLWz7xZG86J,Mango,Deadpan,None,Flat Eyes,Money,Purple Baseball Cap,Divot,Randy the Noodle,None,Purple Marbled
1802,5.8,3538,30.73,https://alpha.art/t/Gj5g6NdFw3CWSoYuUZ5BkZPaMoFJr452VmT84D8wPnDd,Mango,Fearsome,None,Twin Green,Razor Blade,Headphones,Cheeks,Stanley the Psychic,None,Camo
1818,20,3912,0,https://solanart.io/nft/FrattzN5fgom9TJNskMmGF1mRFwwYxCGdEd6g8P8i89y,Red,Deadpan,None,Eyepatch,Fat Cigar,None,Cheeks,Chucky  the HODLER,None,Bloody Splatters
1821,3.6,369,71.78,https://solanart.io/nft/FQr6EZ8v3MNyaU7i4uDtEb5kMup36FaMaq3wWM9zkCyS,Red,Fearsome,None,None,Blue Poker Chip,Emo Party Hat,Buttchin,Grim the Undaunted,None,Spalding
1835,3,2188,66.85,https://alpha.art/t/42CcpE6u1MT1tnQFpMv9T2P4PBbcnh62PZMcUUpMEoeh,Grey,Deadpan,None,Dead Xs,Green Poker Chip,Red Mohawk,None,Curt the Cruel,None,Spalding
1861,2.99,2105,67.44,https://solanart.io/nft/E9VdTUFkQDe6zQY5gzwBo59NLaeyWMQDQVCXrTpwJbn6,Royal Blue,Deadpan,None,Zombie Whites,Fat Cigar,Royal Blue Durag,None,Hitchcock the Vigorous,None,Wavy Blue
1880,3.5,1564,65.6,https://solanart.io/nft/3iWtoYmn3noLFSd4iL5UJaCzj8urp6qfzx4SM2VZ7ery,Purple,Fearsome,None,None,Mango Hammer,Blue Mohawk,Worry Lines,Seamus the Drop Dead Gorgeous,None,Pink Spray Paint
1890,29,1781,0,https://solanart.io/nft/12SySCWHSnBQxLasUQqZyNDfLs4XodNYtd4sTuTkbHWE,Purple,Deadpan,None,Dead Xs,Fat Cigar,Crown,Worry Lines,Randy the Inferno,None,Wavy Blue
1899,7,93,39.44,https://solanart.io/nft/4aeXrzyw3Wd6EeE78mN9WmV7uZcTAJh2QLqrZmAQmdRD,Teal,Deadpan,Censored,Twin Blue,Chef's Knife,Army Helmet,None,Xavier the Ravenous,None,Purple Marbled
1908,11,2209,0,https://solanart.io/nft/EPzHC95U5jpto6jHBaGtspc8MS6oNwKXxWeDUs2avkUR,Teal,Deadpan,None,Single Red,Chef's Knife,Purple Baseball Cap,None,Henry the Unspeakably Dreadful,None,Yellow Spray Paint
1916,1.6,6541,54.67,https://solanart.io/nft/CTusDtP1jjttsfZmmwRBPAgQuk6k8zQ68j2AFzyGTUCn,Mango,Fearsome,None,Dead Xs,Mango Hammer,None,Cheeks,Max the Hater,None,Empty Candy Bucket
1918,4.2,6202,30.71,https://solanart.io/nft/EiJXdKMcGoSpz4jVPjeorwMyiufzr4RUktDtWSDv6njR,Teal,Fearsome,None,Single Orange,Trench Knife,None,Worry Lines,Lucius the Impure,None,Bone
1929,3,888,74.66,https://solanart.io/nft/GpmJVaKaGU7sNC8LAar4pZXGVsBr6BvG9MzW1gGSMb46,Royal Blue,Fearsome,None,Twin Blue,Chef's Knife,Crown,Worry Lines,Victor the Beefcake,None,Wavy Blue
1935,5.49,987,49.17,https://solanart.io/nft/Hry3qpyArNSWjfPaTqZkAfQwZUDxqrbwJiAmUYdSD2wj,Orange,Deadpan,None,Joker Paint,Fat Cigar,Pizza,Worry Lines,Kevin the Hung,None,Bowie
2005,10,3792,0,https://alpha.art/t/Ehut7FyeBThE2o7cDcD7ithfVfexGhjW1UGS3uga3dgQ,Teal,Fearsome,None,Single Blue,Orange Record,Red Baseball Cap,Worry Lines,Logan the Merciless,None,Wavy Blue
2018,4,1213,62.71,https://alpha.art/t/8gqQxcA5LpAUgK2fgSFQWhQVPXRbPq7itGctz9tb2WwA,Orange,Fearsome,None,Twin Red,Mango Hammer,Ice Scream Cone,Divot,Tommy the Undertaker,None,Camo
