id,price,moonRank,💎 score (%),storeURL,Arm,Background,Eyewear,Fur,Headwear,Mouth,Neck,Outfit
3807,0.97,4875,59.98,https://magiceden.io/item-details/2AEqdzhRydkYZrViKgiuqoJioozfE4UmhBXJ2VPMbV5Q,,Halo Yellow,Eyes Clown Normal,Ice,,Tongue Out,,Sailor
3815,1.3,2244,74.56,https://magiceden.io/item-details/EWT33iKw5DaPxrdo6P6KPhkkvpnixV7kpAPAUHvcLhsr,,Halo Yellow,Eyes Normal,Gold,Bunny Ears,Golden Mustache,,Tuxedo
3826,0.99,2867,73.42,https://magiceden.io/item-details/83BUntjwW3KNMFWBrnJ5niWMspJzJiGAcD8DDf1dMNhP,,Halo Purple,Eyes Clown Normal,Schrodinger,,Blushing,,SuperHero
3836,0.4798,4915,64.61,https://magiceden.io/item-details/BVWik4LAeKdAzzLA3bk6Xd8GpNyj5GCoVkxSz65fZLZ6,,Halo Purple,Round Glasses,Zombie,,Blushing,,Box
3846,0.5,5190,62.54,https://alpha.art/t/FM8M5Qtwb7k2YPtAVUWRJkXhtzxkDqmDDt6GyPEzJ5tr,,Halo Gum,Eyes Clown Normal,Rainbow,,Tongue Out,,The Mask
3857,1.5,5090,53.22,https://magiceden.io/item-details/2ad1eFWwcYCKWDecYWRa9HATdBnGfrR2ZdEmUHuvndqs,,Halo Ice,Eyes Normal,Zombie,,Smiling,,Astronaut
3902,9.99,4342,0,https://alpha.art/t/E7ECsVDY1gD3xAp1qfK3qMxR51Lm6cTFGKdjKZKg1REk,,Halo Orange,Eyes Normal,White,Mohawk Solana,Smiling,,Box
3918,1.8,1929,71.7,https://magiceden.io/item-details/4nm9ecGccKMC6Rx51obKecUWFv9pgy9iCVsz1YhzD2zX,,Halo Ice,Eyes Happy,Gray,Clown Wig,Big Smile,Gold Necklace,
3953,0.92,2245,78.35,https://magiceden.io/item-details/4JGgFartmnEDi9VWuzBFKVPJ6JVzykQzSxdY2ooQGRUm,,Halo Orange,Eyes Laser,Gray,Sombrero,Smiling,,Sailor
3985,0.5,3852,71.63,https://magiceden.io/item-details/GftaQK5Jn2bvzuqUzvnFMw1VbmLAkw24cWdkYqkSNNYa,Bag Of Cash,Halo Green,Eyes Normal,Gray,,Tongue Out,,Astronaut
3994,1.5,3351,65.04,https://magiceden.io/item-details/CSdH3wkE93jegDzUkJK5U9D1EQYEGgxFQaw2nBp3MT58,,Halo Green,Eyes Happy,White,Cap,Blushing,Blue Bow Tie,
3995,0.88,5059,59.63,https://magiceden.io/item-details/GcLu8Y1g3zHwJJEeTB6DL1FBoJXwLAVSRDnw5jBqBH4t,,Halo Red,Eyepatch,Rainbow,,Blushing,,Hoodie
4000,2,5358,46.4,https://magiceden.io/item-details/GEiyXdGA9VVRtTLPqxLhSwnt1vjvbDH7YdTi183zbro1,,Halo Zombie,Eyes Normal,Gray,,Big Smile,,Box
4004,0.99,3997,65.75,https://magiceden.io/item-details/BF9gy9uETLiVh4d1WDhxwwDbcFbPXugp9cjYWhJgXCV4,,Halo Orange,Eyes Normal,Gray,Pirate Hat,Blushing,,Sailor
4007,1.3,188,88.52,https://magiceden.io/item-details/DAgDE5e1D79Yv4Aa25PeBGNLEdHC1LnqkTKGwGzMewPs,Noodle Bowl,Halo Gum,Eyes Happy,Zombie,Cowboy Hat,White Mustache,Golden Bow Tie,
4014,3,2617,55.02,https://alpha.art/t/CPrsQJXU2PsX9kurymanr64VfCL1ZcZijMi5cAFtD3Vg,Flask,Halo Zombie,Wink,Black,Rainbow Hat,Tongue Out,,Hawaiian Shirt
4026,0.840001,3289,72.06,https://magiceden.io/item-details/8UkH9Dg3EsMbauoSzNHdvm5kvJKsAveXScYZfKT24fvM,Red Yarn Ball,Halo Yellow,Eyes Happy,Ginger,Clown Wig,Blushing,,Hawaiian Shirt
4038,1.98,1604,72.1,https://magiceden.io/item-details/4aDdZLJApznvvSeUgDAHibzRQwqfqhGXgjVYhuSoq1pg,Sake Jug,Halo Red,Eyes Clown Normal,Rainbow,,White Mustache,,Astronaut
4041,2,767,77.59,https://magiceden.io/item-details/FwBSMhB2977Ja6f4AgEfcunmSk55gDQNqEWNH5Rd7R1Y,Bong,Halo Emerald,Wink,Solana,,Blushing,Egyptian Necklace,
4042,0.448,2607,80.61,https://magiceden.io/item-details/6RxPZFdMk4GC9k6aCimDCiH7oMtKMgShkbBQEwxHLUZm,,Halo Black,Eyes Clown Happy,White,Wizard Hat,Blushing,,Astronaut
4062,1.2,2370,74.7,https://alpha.art/t/E6d6vH3KhaLzQffBxkSbfbBeg95W5fq39qNNi4ZN6BYT,,Halo Ice,Eyes Laser,Gray,Box Hat,Surprised,,Sailor
4063,1.89,2887,64.29,https://magiceden.io/item-details/EwNsUrBAKHcvM6iZ32x3uhMyGjyArQQMoD6kK7TCv5vP,,Halo Green,Eyes Normal,Rainbow,,Party Blower,Blue Bow Tie,Hawaiian Shirt
4083,1.6,4263,57.84,https://magiceden.io/item-details/4vELiTPpFzJmFzQfJ9V4bMbrQxBD1KcMZAMSKr7Q4vfi,,Halo Zombie,Eyes Normal,Solana,Cap,White Mustache,,
4089,1.5,3815,61.88,https://magiceden.io/item-details/F6ip7b79U8ZPvHbk86wc8qtTREvsuXqXx5dVu92idQuJ,,Night Sky,Eyes Closed,Rainbow,Rasta Hat,Surprised,,
4099,1,1706,81.21,https://magiceden.io/item-details/PBa3BUFkVaamXWc5CXPmGjDTn7ba3wDhGLhKuYf1592,Four-Leaf Clover,Gradient Peach,Eyes Normal,Gray,Pirate Hat,Tongue Out,,Purple Gold Jersey
4102,1.995,3669,57.92,https://magiceden.io/item-details/84dX2jHbNTupZfT6VqMpCwzbeEspDFjgVpXHhkzZunP1,Flower,Halo Red,Eyes Happy,Red,Fishing Hat,Tongue Out,,
4103,1,510,89.34,https://magiceden.io/item-details/DT5BvpX8bGhMV1BodLCvXhKZNdTLjhX1LrpyWYVvYjBm,Blue Yarn Ball,Gradient Sunrise,Eyes Clown Happy,Ginger,Monopoly Hat,Big Smile,,Astronaut
4105,0.5,1788,85.65,https://magiceden.io/item-details/ATMdQuv6hUmiPy8R9VYWXEgHuB6PA1XaYTfmUJyhf7Le,,Halo Zombie,Eyes Closed,Gray,Box Hat,Bubblegum,Blue Bow Tie,
4112,0.88,3837,67.93,https://magiceden.io/item-details/CeD6CNK9LkXTCTQPKiQrSJaDCHRLLW7ht4hM4BTTzBNf,,Halo Emerald,Round Glasses,Ginger,Turban,Blushing,,Box
4116,1,3081,71.87,https://magiceden.io/item-details/A1WawdBXJtTq1gjJTE3z88vDd5XPMPEnqM3orwoxgzsq,,Halo Yellow,Wink,Silver,Astronaut Helmet,Surprised,,Tuxedo
4139,0.5,2364,81.74,https://magiceden.io/item-details/CZpDmAVdQg8rbZCYXBeUMmnTbcF6qKwSWSDtZDfqyiUq,Spatula,Halo Blue,Ski Goggles,Rainbow,,Surprised,,SuperHero
4154,0.99,4727,60.79,https://magiceden.io/item-details/7NdKvHQYZesrjner2RR7dzgAcKKXfxAxs5ka9yPDyHUZ,Blue Balloon,Halo Purple,Eyes Clown Normal,Gray,,Smiling,,Box
4157,0.489,4731,65.77,https://magiceden.io/item-details/6xNEuwKUHNjD7324UVAuBec8sfrvsRkyG7dkJnr9hA1n,Noodle Bowl,Halo Green,Rasta Sunglasses,Rainbow,,Blushing,,
4176,1.1,2808,72.72,https://magiceden.io/item-details/EqmaANwvDbqwpmQQ68YeVnVvDjQ6jcrX1KrwzzJMvxas,Noodle Bowl,Gradient Peach,Eyes Happy,Red,Box Hat,Smiling,,Hawaiian Shirt
4180,0.3,3377,76.86,https://magiceden.io/item-details/CPRjCitGvnRW8E97Guynvj7oS39yTPmfb8xQN2JKzer4,Martini,Halo Ice,Black Sunglasses,Zombie,,Party Blower,,
4186,0.99,4324,63.53,https://magiceden.io/item-details/EQ5ghkN23d3mLo66vpNyFRZWiacKvLdbSKJEaRezqBXf,,Gradient Sunrise,Eyes Normal,White,Bread Head,Bubblegum,,Tuxedo
4216,1.6,1634,75.7,https://magiceden.io/item-details/4YVnJJmcBTviuXKwaw1GzktjKMA1sry37N2qc6Cp2xYK,,Halo Yellow,Round Sunglasses,Gray,Cop Hat,Smiling,Big Bow Tie,
4219,0.3,5623,61.6,https://magiceden.io/item-details/sAAma7qS99pbdNefCq8zyHxHHtt8e49CWmHsrCe2KH4,,Halo Blue,Wink,Gray,Bread Head,Surprised,,
4246,1,2535,75.58,https://magiceden.io/item-details/Hesf7869UtUDX6BHDF1r6U98c6QQFwd8M6QcPmyVsShd,Basketball,Gradient Peach,Golden Sunglasses,Red,Bread Head,Tongue Out,,
4263,0.69,4725,63.8,https://magiceden.io/item-details/ELZRKKrmqsSAMekEscvNh9YmuViAE9Q7pGLczT482pq,,Gradient Sunrise,Wink,Black,Box Hat,Surprised,,Tuxedo
4270,1.69,4794,53.33,https://magiceden.io/item-details/EqvC7ABNpcTM2Z4udmEENebcYqwBxjPq4uvkaHH6K355,,Halo Blue,Eyes Happy,Ginger,Santa Hat,Brown Mustache,,
4272,0.911,4789,61.16,https://magiceden.io/item-details/Gi5d5EqJbpxj2rNxBxPbNtzdHR6EF4Ms1hGKq1q7xpdp,Blue Balloon,Halo Ice,Wink,Black,Box Hat,Tongue Out,,
4273,0.89,3535,69.89,https://magiceden.io/item-details/J552oPLmXwzT127ee1PwLpFACMGngDiiWfNFcqwb7Fpu,Pirate Hook,Halo Purple,Eyes Closed,White,,Smiling,,Hoodie
4290,1,2253,77.49,https://magiceden.io/item-details/4fLogCjtnLMMzVdW1NGXYzGSxP2fayY1pKbk6uKr3Dy4,,Halo Blue,Troll Sunglasses,White,,Blushing,Golden Bow Tie,The Mask
4309,1.89,1815,71.57,https://magiceden.io/item-details/6xZtDER9gPfm2upiL2Pez1GP9E9m9wxJaW89GBVRTqA8,Bong,Halo Gum,Wink,Rainbow,,White Mustache,Red Bow Tie,
4343,1.2,5836,51.15,https://magiceden.io/item-details/2RAnRcSC6mdG3JHz5CNzEEu4VcYA58yCxaK7uWHNcjif,,Halo Black,Eyes Normal,Gray,,Smiling,,Tuxedo
4358,0.8,4124,66.78,https://magiceden.io/item-details/AaC2frYN4bKA7s4YjDzTsX2s6cf3wDvsZcUvKZxa3Lq,,Halo Blue,Wink,White,Santa Hat,Smiling,,Purple Gold Jersey
4360,1.5,1073,80.51,https://magiceden.io/item-details/3rx3K7X5Q3WjJ4jwS9FsxLDGXncHCmvig7FXGYzg18Es,Purple Gold Wrist Band,Halo Orange,Black Sunglasses,Ginger,,Brown Mustache,Red Bow Tie,
4380,0.66,2788,77.26,https://magiceden.io/item-details/38kSdhgb3SyKVuqsHR32gztY46KQN8ysQzfQTqReo1VU,Ice Cream,Halo Zombie,Eyes Normal,Rainbow,Cap,Blushing,,
4381,1,2628,74.95,https://magiceden.io/item-details/5DnY4rCRiUa2NaHf5675GYsBELtb9n2UtNPwFdpwv9qU,Blue Balloon,Acid Bright,Black Sunglasses,Red,,Blushing,,Sailor
4385,2,459,79.68,https://alpha.art/t/BPxb8qBpGfZxjEmWExWkJQg7TS3A625Sy9SbuN5kEtE2,Red Yarn Ball,Halo Pink,Wink,Silver,Pirate Hat,Smiling,Red Bow,
4386,0.5,2588,80.22,https://magiceden.io/item-details/uGQc3GX6uo3D5yiBLhtushx5DiLA8Fnn7M5wTZJZn6Y,,Gradient Solana,Eyes Laser,White,Fishing Hat,Tongue Out,,Tuxedo
4397,0.9,4384,64.02,https://magiceden.io/item-details/8khuDRE9UY6c74BnDtuFkqeXXZ2fGTD373ZiEzq23qPK,,Gradient Sunset,Eyes Closed,Ice,Box Hat,Blushing,,
4426,0.99,5395,56.25,https://magiceden.io/item-details/2cbdxQ5mRbCd6S53NAbi3HXcdMwwAdDjJp8xCKikqc8C,Blue Balloon,Halo Green,Eyes Clown Happy,White,,Smiling,,
4446,4.46,1452,48.34,https://alpha.art/t/3YWbHKTTTj5MHkVDJd8u3PHmPsVcSrU34n9bQrJbPLf5,Cocktail,Halo Emerald,Eyes Closed,Ice,,White Mustache,,SuperHero
4467,0.487,1118,90.33,https://magiceden.io/item-details/4VxNDY1Mj5uyfPg6niPM4NvReAjcFSnvfLc72ftqNR7G,Noodle Bowl,Halo Yellow,Eyes Normal,Zombie,Cap McKitten,Smiling,,SuperHero
4482,1.28,296,87.99,https://magiceden.io/item-details/DehUuvds87x4DmrLNapqr1iE2Px9iWVEu7hFD5GFfTLb,Cane,Acid Dark,Ski Goggles,Black,Cop Hat,Blushing,,Tuxedo
4499,0.499,3970,70.84,https://magiceden.io/item-details/4RLA4ypwE4Gg8fmFHjKDZK4JW4yGsp4MZdPwYgJADxWt,Four-Leaf Clover,Gradient Aurora,Troll Sunglasses,White,,Brown Mustache,,
4525,1,435,89.84,https://magiceden.io/item-details/BDBFc2NZzcHvsp4zWskbB4N87htNc82nGbEAzgQ76SVx,Red Balloon,Halo Yellow,Eyes Happy,Black,Sailor Hat,Surprised,Tie,Tuxedo
4532,1.7,1222,77.5,https://magiceden.io/item-details/5u27YLEMpo9v6kPVtfpc9CySrJrtehnCFhWkLsitWFoL,,Halo Ice,Eyes Clown Happy,Solana,Turban,Brown Mustache,,Tuxedo
4549,1.5,1684,76.36,https://magiceden.io/item-details/CtqPbxdYobK6N18ZtqDjs3kuAUWjmeNQu93xdvyVRdmx,Martini,Gradient Aurora,Eyes Normal,Kittachu,Cop Hat,Smiling,,Tuxedo
4550,1.2,756,85.66,https://magiceden.io/item-details/Dr8gY9yycfNUMSd2iPd6MuC5fDH2CLaeqkd5UukK7cXm,Red Balloon,Halo Pink,Eyes Happy,Red,Toque,Smiling,Red Bow,
4568,1.5,3872,61.5,https://magiceden.io/item-details/GUSRqKyLnAsdUorZQernTDKocK87xrHEpDbFapLyDGyj,Purple Gold Wrist Band,Halo Pink,Wink,Gray,,Party Blower,,
4574,0.88,3876,67.67,https://magiceden.io/item-details/4qyGV3VkFvP2wAKid83MhBGSQ6qWabyuG8o3Kf9V5nW3,Flower,Halo Gum,Round Sunglasses,Solana,,Smiling,,
4581,0.9,1635,82.69,https://magiceden.io/item-details/FYZg21aoGR3wWQ5LmXvH6rrY2VzCH4QavUiTRq2NfLfh,Basketball,Halo Black,Eyes Normal,Silver,Santa Hat,Golden Mustache,,
4594,1,4834,59.96,https://magiceden.io/item-details/3qwvPgPhW1T4XkktR7ENLuXu4cfLQs9wGXXZL1q4nxL5,Bag Of Cash,Gradient Aurora,Eyes Happy,Red,,Blushing,,
4601,0.75,3111,74.17,https://magiceden.io/item-details/3hSg2bPKHW6mzJQHZwZW49xMcKqC6J3TnfLhEw2mw3JU,,Halo Pink,Round Glasses,Silver,Cap,Big Smile,,
4618,1.28,4598,58.76,https://magiceden.io/item-details/GxG366EA4CxeBhg9m3TN8TapR6jcXkzZiAt6nxKK4SSv,,Halo Yellow,Eyes Happy,White,,Party Blower,,SuperHero
4623,1.5,1005,80.97,https://magiceden.io/item-details/F1wCF5Zuqy5Yvkde2zsQJXZAxYJv77TuvedEU7PzsCs9,Blue Yarn Ball,Halo Green,Eyes Clown Happy,Silver,Rainbow Hat,Blushing,,Purple Gold Jersey
4628,1.9,403,81.06,https://magiceden.io/item-details/F9iVGKVfi6pgXsqeTYobiVW3HMrvsfneB9oLpc7vrD8p,Bong,Gradient Peach,Eyes Happy,Ginger,,Smiling,Tie,Skitt Game Player
4639,1.3,3509,65.96,https://magiceden.io/item-details/H2CxF2GsHFSm6oA5iVPuNTPGSbKmyJfA5ZrsQBeq8zvG,Magic Wand,Halo Green,Eyes Normal,White,,Brown Mustache,,Box
4640,1.5,1664,76.5,https://magiceden.io/item-details/2rUCFozjSHiX4paunLm8LcGrhzEmhYFE3n566zZfy3JX,,Acid Bright,Round Glasses,Gray,,Golden Mustache,,Skitt Game Player
4645,0.81,3750,69.22,https://magiceden.io/item-details/B2sjnn5q3GviPrYTgycgpC7AoQKvR7SB24K1n3ksoTuT,,Halo Yellow,Troll Sunglasses,Gray,,Smiling,Red Bow Tie,Hawaiian Shirt
4649,1,522,89.25,https://magiceden.io/item-details/LiPJaqzJV18qZHoFFpw6tKdJKt437uk4JQYFkxAUJzT,Golden Balloon,Halo Orange,Eyes Happy,Black,Box Hat,Smiling,Red Bow Tie,Hawaiian Shirt
4654,1.4,5158,53.76,https://magiceden.io/item-details/Fc3kjYDwoJqRmhGXHKz3HARH58Xf2Gzwv8qqoGkf53Ds,,Halo Emerald,Black Sunglasses,Black,,Surprised,,Astronaut
4659,0.969,1177,85.11,https://magiceden.io/item-details/D1Matpc8xN6KgJgeJaJpBQidntukJqZK1m7pkwmeUGmb,Black Wrist Band,Halo Gum,Round Glasses,White,Mohawk Green,Blushing,,Tuxedo
4663,1.69,1867,73.22,https://magiceden.io/item-details/Erxf59XpCzhS4yL9Kn3nLjby6yAGRkKmGACEJ4yea6A3,Noodle Bowl,Gradient Solana,Wink,Black,Box Hat,Smiling,,Leather Jacket
4664,1,1463,82.86,https://magiceden.io/item-details/9UoBysaQrKX968JiaQY6A6BvjszmfzgyKxZPdgDtGif5,Four-Leaf Clover,Halo Yellow,Eyes Clown Happy,White,Bunny Ears,Tongue Out,,SuperHero
4672,0.8,338,92.5,https://magiceden.io/item-details/4wnFhnELYaJGnjdi267GYUb234hQ6YtdV4btY9eCr8Ts,Blue Yarn Ball,Halo Emerald,Wink,Kittachu,Rainbow Hat,Surprised,Red Bow,
4673,1.5,1895,74.93,https://magiceden.io/item-details/7ct7iVjCpeZefpX5tPUwfKCRPkiQF7q9Ryqp5tRWC4e1,Red Balloon,Halo Blue,Wink,Gray,Clown Wig,Brown Mustache,,Sailor
4718,0.5,1562,87.19,https://magiceden.io/item-details/GWnmBP1vYEzTZ796z76atbZr1CRXTwKv9ts99S9j1NWw,Red Yarn Ball,Halo Black,Ski Goggles,Red,Birthday Hat,Brown Mustache,,
4726,1.45,2587,70.73,https://magiceden.io/item-details/CuzDB8Z99HPYURGtW4xpDLYt33vAmGU5zdLh2fX9Mff1,Red Yarn Ball,Halo Red,Eyes Clown Happy,Ginger,,Tongue Out,Red Bow Tie,
4732,0.9,5335,57.56,https://magiceden.io/item-details/8wY5fj6XJdNVSeBQzwMJg7i51rDViXJKV5pHT27RRCUL,,Gradient Solana,Round Sunglasses,Gray,,Smiling,,Tuxedo
4736,6,1637,31.68,https://alpha.art/t/GpdwSjTyp9YLwFZU3HKUkcrET8hrYPRiQN6LWzCJBg5Z,Giant Rice Bowl,Halo Purple,Eyes Clown Normal,Solana,Rainbow Hat,Tongue Out,,
4752,2,494,79.44,https://magiceden.io/item-details/71V7ZNWob6y2VFC4c8y7x598UQoEtPEFsj2SRfXWzZDx,Noodle Bowl,Halo Emerald,Eyepatch,Rainbow,Mohawk Solana,Smiling,,Clown
4773,1.5,377,85.24,https://magiceden.io/item-details/8hw3xATJJUV9YDtUYB2u9W4WwhYR7tEGKnNV5GTMdH9Q,Blue Balloon,Gradient Chartreuse,Ski Goggles,Ice,Clown Wig,Surprised,Gold Necklace,
4774,1.11,5084,57.16,https://magiceden.io/item-details/Be3oW2rLdJ3ujhH5U7KmBZeKUTqQ5miLSq8bEsgPc6TW,,Halo Black,Eyes Normal,White,Mohawk Green,Surprised,,
4783,0.5,5251,62.13,https://magiceden.io/item-details/CKAxia84Qc8etnXSREaK3oEoZNbH6h7cNn441FeYd83t,,Halo Blue,Ski Goggles,White,,Tongue Out,,Sailor
4790,0.99,3035,72.28,https://magiceden.io/item-details/HqLCRconfKik7pygcs9EjveBSR8e6Kp57EKpxxfX2q4B,Fishing Rod,Gradient Aurora,Wink,White,Fishing Hat,Smiling,,
4817,1.4,5184,53.58,https://magiceden.io/item-details/7eNoKhSQTfQwr8RvaTV1bDfKqN7bJaP5u98dLo8hTwNM,,Night Sky,Wink,Ice,Bread Head,Tongue Out,,
4833,1.2,4212,62.19,https://magiceden.io/item-details/FfdjoDC5KXt8nCNr4JkD32giVHzZznxZTe6hhLULhBtR,Red Balloon,Halo Gum,Eyes Happy,Black,,Smiling,,Cheongsam
4856,0.6,705,92.01,https://magiceden.io/item-details/13Qxss7PJA9budqj57jRDjxCwAuqpas3vRxUaN2DMM3g,Basketball,Gradient Sunset,Eyepatch,Black,,White Mustache,Blue Bow Tie,Hawaiian Shirt
4868,3.99,2080,48.77,https://alpha.art/t/9F4tzcxSwgnHW5p2hPhTgko6weBnkg7nK9NVaJAZ4UJw,,Halo Red,Eyes Normal,Black,Mohawk Green,Tongue Out,Bandana,
4882,1,1258,84.25,https://magiceden.io/item-details/7nTGZuMuA44DPAShYPJxKJ7rAqMxf8pLwWeagsM7cARY,Blue Yarn Ball,Gradient Chartreuse,Eyes Clown Happy,Red,Turban,Brown Mustache,,
4892,0.9,3570,69.55,https://magiceden.io/item-details/E14n6WHmxzA5XQAeQVX5f4X7Z44fe1pD2ok32W3JVDf7,Sake Jug,Halo Yellow,Wink,Black,Rainbow Hat,Tongue Out,,
4922,1,676,88.21,https://magiceden.io/item-details/DoNJwoqRYC8yeBoiLaUpq3kziQv4KoAZ7iKAMmQH9g68,Chinese Lantern,Halo Black,Eyes Happy,Skeleton,Astronaut Helmet,Surprised,,
4923,1,2003,79.19,https://magiceden.io/item-details/AzxixUvnLRtXvrYfAkXdwgJfjXskK4V3RkXuktSTk5AY,Four-Leaf Clover,Halo Blue,Troll Sunglasses,Ice,Rainbow Hat,Tongue Out,,Tuxedo
4933,0.55,618,93.1,https://magiceden.io/item-details/J5rC81ENoNLPgiMkBWG5hSLuzNze41GZbFesTEVuQhzV,Flower,Halo Emerald,Eyes Normal,Black,Halo,Brown Mustache,,Sailor
4934,2,1287,74.06,https://magiceden.io/item-details/8uwuRRXUPZGnUXFTdr88vJeWU4fBCDXxhoe35XSiThEz,Blue Balloon,Night Sky,Rasta Sunglasses,Red,Santa Hat,Smiling,,Box
4940,5,2906,33.06,https://alpha.art/t/9HBUdS17wzA9XuES42NJbKXmVXu6kMvrRPHbp6PKYZQU,Trophy,Halo Red,Troll Sunglasses,Ginger,,White Mustache,,Box
4969,1.2,5599,52.76,https://magiceden.io/item-details/8ZT1Gza4ftXXuhmg9FHo6LpoWJSLTPHGj5647ATa8s5b,,Gradient Peach,Eyes Happy,Red,,Blushing,,Hoodie
4985,0.88,4458,63.71,https://magiceden.io/item-details/HWGVzCEJbQ4ezFxmmLEkKCHRQPc4twe9FVHfdpW4W2wb,,Halo Red,Eyes Normal,Gray,Monopoly Hat,Bubblegum,,Hoodie
4996,1.49,1332,78.85,https://magiceden.io/item-details/6bDbkE4rPYxiLDMjhBBYry9fmj7EqypoE5Lw3hWBjU26,Martini,Halo Emerald,Eyes Normal,Kittachu,The Mask Hat,Golden Mustache,,
5009,0.5,3096,76.77,https://magiceden.io/item-details/C1JRpBfTAuVG1BxdqZFRyNhYUZQuaPMCbh6AGUm5wdy4,,Halo Yellow,Eyes Clown Normal,Ice,Army Hat,Brown Mustache,,
5025,0.5,1856,85.19,https://magiceden.io/item-details/8xTSffaf3eHpmP9hW3JSyXUCVfrdPcMgx6rhRTfFi4pz,Bong,Halo Orange,Eyes Happy,Ginger,Clown Wig,Tongue Out,,Sailor
5029,0.9,2982,73.54,https://magiceden.io/item-details/AHs5gMNbemt7VsMkZMeD5wBWxSMsDJ2ybMaVyxRmmq9j,Gift,Gradient Aurora,Eyes Blue,Black,,Smiling,,Tuxedo
5041,2,2797,63.8,https://alpha.art/t/BBZfYydfWP38wm3d1hEdfEN2gMMMM1bg36EoSa2kBhWc,,Halo Purple,Eyes Normal,Gray,Turban,Surprised,Big Bow Tie,
5059,1.68,4999,52.04,https://magiceden.io/item-details/H7p84a91bjvaxYykkDSJqM2LRsvrgRPe95oKiicN2Ff7,,Gradient Solana,Round Glasses,Zombie,,Smiling,,Hoodie
5074,0.38,1596,88.16,https://magiceden.io/item-details/GVCcnBPJtKy7zQ1DxfNXYynttYmMatLwY5pBZ76g2RqS,,Halo Black,Eyes Laser,Black,Bread Head,Big Smile,,Sailor
5098,0.82,2674,76.43,https://alpha.art/t/DCVYPPirwMSVeZvu9JDfE5CiUTysY622rt6KUzW3TWUT,,Halo Ice,Eyes Clown Normal,Black,Rainbow Hat,Tongue Out,Tie,
5114,1.49,765,82.7,https://magiceden.io/item-details/Egs27yTySAaBtmTV2QdYAoKSJPQYyXpP1NR3Mjvdwukj,Trophy,Night Sky,Round Glasses,Black,Toque,Blushing,,Box
5121,1.3,1901,76.89,https://magiceden.io/item-details/FEFiGEVppxeYhuPAUcRxvcP5NNuneMVfa6CnWw1sKAwd,Red Yarn Ball,Halo Orange,Ski Goggles,Gray,,Surprised,Gold Necklace,
5130,2,4757,50.48,https://magiceden.io/item-details/FCh1FuFGeZAUeAdHcS4hBYcUKXzyok3R18H4QyW6b5xC,,Halo Yellow,Black Sunglasses,Black,Monopoly Hat,Smiling,,Hoodie
5139,0.99,2438,76.34,https://magiceden.io/item-details/EiF3Et4cZvd2BnYbyqZdeBg66wkWoyQ5r19AJLJZNChD,Magic Wand,Gradient Chartreuse,Wink,Gray,Purple Gold Headband,Tongue Out,,
5143,1.4,107,88.07,https://magiceden.io/item-details/GQTcC4ec7YZBLvWMvq9iKE9pNBH2YgKLXM2mhFz8xdbb,Black Wrist Band,Gradient Sunset,Eyes Closed,Gold,Box Hat,Blushing,Blue Bow Tie,Hawaiian Shirt
5158,1.6,1517,76.49,https://magiceden.io/item-details/EPDyeng7gmftEJhaUcgT8sF3sib8SCkDmppXNRfDVygZ,,Gradient Sunset,Round Glasses,Black,Clown Wig,Brown Mustache,,Skitt Game Player
5176,1.9,297,81.78,https://magiceden.io/item-details/DpWLQDJe3t6s7GKUQsk3KsDUk5S2TceYBFiVcEzbfWNW,Noodle Bowl,Halo Emerald,Ski Goggles,Ginger,Cop Hat,Blushing,Bandana,
5181,0.99,4166,64.6,https://alpha.art/t/GyD2qH1eaLBTrYX93hux1ZcdnijX17dhNchjzbpZzbYE,Red Balloon,Halo Ice,Eyes Clown Normal,Gray,Bunny Ears,Tongue Out,,
5185,0.6,3708,71.61,https://magiceden.io/item-details/GcUvYXHqM8T8UvB7GQAQow1YxTeRMAyikKskmoLHXS37,,Halo Black,Eyes Happy,Gold,,Bubblegum,Blue Bow Tie,
5206,1.2,927,84.5,https://magiceden.io/item-details/8NzA18Ch9NywsgUwiQjwA2KcpE1tKibQQsWZPCEdzJxq,Flower,Halo Green,Eyes Normal,White,Turban,Surprised,Gold Necklace,
5212,0.8,5770,55.6,https://magiceden.io/item-details/9EySAFLuAztm8wyZXHbaa1GUvfBZRMaqoGipPinf7set,,Halo Yellow,Eyes Clown Happy,Ginger,,Blushing,,
5219,1,5110,58.09,https://magiceden.io/item-details/9DhC2e65MZFWgr53YcogPmZDB9GBMsuXrLkfKQ7AH1Pw,,Halo Black,Eyes Clown Happy,Red,Box Hat,Tongue Out,,
5222,1.5,96,87.15,https://magiceden.io/item-details/3SUUbifqMvEXQM91UXK5KPWWmsLQFQUWXqXe1zRxaUfk,Coconut Drink,Gradient Aurora,Rasta Sunglasses,Ginger,Clown Hair,Surprised,Red Bow Tie,
5223,1,3817,66.87,https://magiceden.io/item-details/F1K7zK4ioPVP8WKho1fTBVZUK7yr1GhvRujyvTVvr8rw,,Gradient Sunrise,Eyes Normal,Silver,Fishing Hat,Blushing,,Hawaiian Shirt
5233,1.8,3051,64.07,https://magiceden.io/item-details/FgNFdkMoiJ8M7eZsXv3UaCggfxd54Pqj6tg67G6rnGPi,Red Balloon,Halo Yellow,Eyes Happy,Kittachu,Bread Head,White Mustache,,
5240,0.71,3177,74.12,https://magiceden.io/item-details/A6DhRSRfgiELhJVZDCeSGi8gp4N3uxnvp7GqY3JUmFgA,Blue Balloon,Gradient Sunset,Rasta Sunglasses,Black,,Blushing,,Clown
