id,price,moonRank,💎 score (%),storeURL,Background,Background Character,Body,Glyph,Head,Minion,Scenery
Goblin Experiment 4408,1.5,644,85.89,https://solanart.io/nft/9aijEfa9dmdsPTsp6o7z46pjEdPWbouDC8X7KEQKeAY2,Purgatorial Void,The Tourist,Treegoblin,Comely Pouch,Shrewd Brigadier,Asher,Architectural Marvel
Goblin Experiment 11069,1.5,2447,79.4,https://solanart.io/nft/5j7MTXkDNMyr5texm8K7GEbTVHqkQdCxnTZQC766xjBY,Resplendent Hillside,Benjamin,Pedestrian,Rebarbative Bulb,Friendly Neighbor,Berinon,Gravestones
Goblin Brain 8905,1.5,9518,53.94,https://solanart.io/nft/7mcEkvvwsPz9fvq6sC64oiMZsQTu8pvBU2UHnL6LZBis,Ignoble Tundra,,Axiomatic Venturer,Meretricious Fork,Doghearted Minnow,Percival,Red Weed
Goblin Experiment 5332,1.5,9280,54.79,https://solanart.io/nft/6m1AiwAmsZj4XJdNKSfYVxpxGd2FNQdrErBg8DmNM3im,Primordial Grounds,,Euphoric Berserker,Boorish Rake,Cadillac Lover,Wolfgang,Serene Well
Goblin Experiment 4967,1.5,1300,83.53,https://solanart.io/nft/7bnmvhXU6ECA6dJND43XQHL8R1LNQkaJejkwFJAXBYjw,Sublime End,The Tourist,Red Phillip,Sagacious Fossil,Alchemical Maw,Wolfgang,Red Weed
Goblin Experiment 10107,1.5,10682,49.74,https://solanart.io/nft/EFjquy38UQiyb8fE4J7Y1UnCZmR9zPGWdrwdT1VU9cAL,Purgatorial Void,,Karst Gobbler,Taciturn Choppers,Tusked Warbler,Alphonse,Forgotten Rune
Goblin Brain 1000,1.5,10537,50.27,https://solanart.io/nft/Hik3KcZemXS88esPZnmuHf1Fjhpy1e9oRPZHNNgNfrLh,Ignoble Tundra,,Smarmy Fellow,Comely Pouch,Spur-Galled Strumpet,Asher,Beloved Statue
Goblin Experiment 6851,1.5,1956,81.17,https://solanart.io/nft/9EMswAndD9GNGKzDDZZUBMj7NNoRJ3T9bjggJt6bgPop,Idyllic Moonscape,The Tourist,Alchemical Toiler,Lowly Thumbtack,Hallowed Demigod,Adelard,Arashiyama Portal
Goblin Brain 9503,1.5,10927,48.86,https://solanart.io/nft/DsyQHjGhGgD2iZ4NMfFtBfXndsETeUw7RV9iiNQJTmm3,Handsome Interior,,Humble Peon,Righteous Telescope,Squirming Starlet,Lucan,Omniscient Rock
Goblin Experiment 9440,1.5,741,85.54,https://solanart.io/nft/Ch8DFsdSMjDeMATtde29mTP4gnrQV9FwQaLTKyEd5RLk,Delightful Apocalypse,Proto Fish,Sluggish Busybody,Zealous Omen,Frilled Brother,Gaillard,Omniscient Rock
Goblin Experiment 1397,1.5,2509,79.18,https://solanart.io/nft/4SWKhaNRGd8ypgGCwqCPQMMpkAEgCWoY8yzMBmzmTcqT,Equatorial Solstice,Slimy Trespasser,Humble Peon,Mesmerizing Brooch,Errant Rex,Bertris,Forgotten Rune
Goblin Experiment 4905,1.5,5443,68.61,https://solanart.io/nft/6vGj46njUhj4CZy9tJMGXAaqV4czEdVCJDAabGmF17zW,Insipid Moonrise,Walfort,Humble Peon,Verdant Cap,Craven Birdy,Alphonse,Living Stones
Goblin Experiment 9589,1.5,9551,53.82,https://solanart.io/nft/FNiaYcT48qsdRqQ5tciBYagC8EqdLYaqo1nazif37K9Y,Equatorial Solstice,,Blue Phillip,Irksome Serpent,Alchemical Maw,Hobodor,Forgotten Rune
Goblin Experiment 6224,1.5,2974,77.5,https://solanart.io/nft/5aSWEzP4XNXZkbMkhjeW3uUiJ9tB5EV9eR4mhV6fuBmU,Idyllic Moonscape,,Sluggish Busybody,Inveterate Remote,Squirming Starlet,Althalos,Beloved Statue
Goblin Experiment 3277,1.55,627,85.45,https://solanart.io/nft/BD66MDcoCdsgGXVXeMExu3dLDgHxth2siHPYA1b6bWrH,Sublime End,Benjamin,Axiomatic Venturer,Salubrious Puffer,Virtuous Saint,Bertris,Television
Goblin Experiment 2899,1.57,10472,49.8,https://solanart.io/nft/GRNUJQLjY2q5zR6p32dpv7kVayAge4bKpVTgcaPGDvhd,Goblinesque Prairie,,Sluggish Busybody,Mesmerizing Brooch,Irate Mandril,Althalos,Bamboo
Goblin Experiment 6312,1.6,7463,60.34,https://solanart.io/nft/DeADxRptsxWW3gTXR5Hm1nZnUzHcANqjrchNq79ERE2q,Ignoble Tundra,Retiree,Mesozoic Mammoth,Righteous Telescope,Spirited Counsel,Odo,Living Stones
Goblin Experiment 9350,1.65,532,84.79,https://solanart.io/nft/Cr4Dxn7PgxG83EvqkWe9rB4Ekrbf2xGkRYiAvPeD8Xfq,Insipid Moonrise,Slimy Trespasser,Diligent Protomammal,Hubristic Documents,Beetle Headed Clotpole,Sadon,Lush Fern
Goblin Experiment 5711,1.69,1061,82.49,https://solanart.io/nft/Hi4mWdQkzXQ6KwV3ZGPxQBM8g5H1KMjbF2SNdqnjcoxQ,Purgatorial Void,Slimy Trespasser,Cynical Quadruped,Verdant Cap,Squirming Starlet,Adelard,Gravestones
Goblin Brain 1343,1.7,11108,46.21,https://solanart.io/nft/GrcXrFY7wU5n7mB6pbMpumMvessiESJ56VRiq3G7NYq1,Handsome Interior,,Cannon Fodder,Voluble Pen,Festive Trog,Zemislav,Stump
Goblin Experiment 8410,1.74,9662,51.02,https://solanart.io/nft/5jV78zVf2mKDWLWd9hBQRFD3xLxChLNkyCkmm4Eyn9Ex,Stupendous Sunrise,,Smarmy Fellow,Insolent Stamper,Knottypated Marmot,Althalos,Forgotten Rune
Goblin Experiment 46,1.75,10096,49.35,https://solanart.io/nft/9CsLiem8kHcahVLhkyJZ96dSTvnk7tJAm4J8chAUV9vN,Blistering Desert,,Blue Phillip,Salubrious Puffer,Lucy,Zemislav,Snail River
Goblin Experiment 2164,1.75,9261,52.36,https://solanart.io/nft/YHBw5K7JnMhKtmAiBZiS6fADD7okyA2SygAqYxLr5ZN,Equatorial Solstice,,Debonair Bannerman,Withering Bow,Shackled Wizard,Adelard,Bamboo
Goblin Experiment 1824,1.8,2684,75.54,https://solanart.io/nft/BuvwGiixUBiFnUcx7bcTuM4V9cWqxebLtMcUT4P21HSu,Resplendent Hillside,Proto Fish,Smarmy Fellow,Righteous Telescope,Observant Eavesdropper,Wolfgang,Splendid Decor
Goblin Experiment 4188,1.87,10588,46.38,https://solanart.io/nft/DCvLXj7b7oi6EKGt11vbQCPyhyX26dtzsQM3LgenPz3W,Prosaic Terrain,,Irradiated Vermin,Withering Bow,Law Abiding Citizen,Warin,Stump
Goblin Brain 9118,1.9,2911,73.73,https://solanart.io/nft/7iWofDappURHNA2wwytzocSEq5uYdYZVqSX82QAfwsmj,Primordial Grounds,The Tourist,Diligent Protomammal,Jejune Groggerbit,Lucy,Rolund,Snail River
Goblin Experiment 5723,1.9,6069,62.36,https://solanart.io/nft/8Ti117MKErpPWCJ5XZTYWmvxFXeGAr8gX2aGmcsxWxZ4,Handsome Interior,,Cannon Fodder,Munificent Pointer,Jawless Robustus,Bertris,Beloved Statue
Goblin Experiment 881,1.9,1114,80.2,https://solanart.io/nft/AsJyUCePAcDEX4GU2Rg1C9srPhhPFfFu8pRhX77k2WiD,Handsome Interior,Deranged Pachyderm,Militarized Neanderthal,Voluble Pen,Craven Birdy,Adelard,Mesozoic Shrub
Goblin Experiment 8392,1.9,4928,66.46,https://solanart.io/nft/DKeuRbWU9JL6SGLUGJmn9MCaj374fHXY9UBRBQF9tVQD,Resplendent Hillside,,Nimble Peasant,Hubristic Documents,Cadillac Lover,Finnian,Lush Fern
Goblin Experiment 8125,1.9,9485,50.05,https://solanart.io/nft/5yaxEFP2Jcqbak7C6Gtjs12QKDCZZDxtmcaxcZZt7DA3,Equatorial Solstice,,Corpulent Beast,Ruminative Candlestick,Haunting Cobbler,Everard,Lush Fern
Goblin Experiment 7455,1.9,3585,71.3,https://solanart.io/nft/5hyP9d9wDSUS3HNSQQqUUkYMX3r4jp574mPnhQHoi4kZ,Resplendent Hillside,Slimy Trespasser,Euphoric Berserker,Spasmodic Saber,Ignorant Bystander,Warin,Forgotten Rune
Goblin Experiment 2853,1.94,923,80.49,https://solanart.io/nft/65HcmdD5bS2R3DQ65hNsQaEdGsFTgb1mzDHviND1eLqe,Prosaic Terrain,Hogvig,Euphoric Berserker,Taciturn Choppers,Mewling Tyrant,Ranulf,Snail River
Goblin Experiment 2858,1.98,9550,49.02,https://solanart.io/nft/JB3gkDmFCFwR4yQsRMLCvzmQAZQmBwyVcHpkirBCzphZ,Handsome Interior,,Axiomatic Venturer,Inveterate Remote,Friendly Neighbor,Alphonse,Dying Ferns
Goblin Brain 5516,1.99,3969,69.02,https://solanart.io/nft/4ntzMq1dinL99afasskFkNkBRBubdvFmSFSCttEMPLtp,Cheery Grotto,The Tinkerer,Euphoric Berserker,Zealous Omen,Spur-Galled Strumpet,Althalos,Bamboo
Goblin Brain 2578,1.99,9889,47.7,https://solanart.io/nft/AjUsgYytNaGEmKjJnSuGxFV1SymBnXoK63uHVPdgNXQP,Cheery Grotto,,Humble Peon,Taciturn Choppers,Law Abiding Citizen,Berinon,Jurassic Fronds
Goblin Experiment 8948,1.99,6740,59.04,https://solanart.io/nft/VLRAXFJJKfQXmkvCRC3SEBHUhk6NPqCBcUSsVNNr8LC,Sublime End,Ignorant Reptiles,Humble Peon,Ruminative Candlestick,The Thinker,Odo,Stump
Goblin Brain 9181,1.99,5659,62.93,https://solanart.io/nft/BH5HNHqM5k4HpqNS6VxA46Mgb1hiATxVTXWGQ5DLcXTu,Tranquil Expanse,Hogbert,Quilled Beast,Lowly Thumbtack,Sordid Ursurer,Ranulf,Beloved Statue
Goblin Brain 9202,1.99,10978,43.78,https://solanart.io/nft/qqcsVEuwqDWD781ZZ8czdLkFFyBJfJF9G4viuBnmUP8,Prosaic Terrain,,Nimble Peasant,Munificent Pointer,Law Abiding Citizen,Althalos,Serene Well
Goblin Experiment 1892,1.99,7907,54.84,https://solanart.io/nft/8PYsk7Qm7TMkiWWTAokgTiHKyRz1qctNEeeXNCEejiLF,Ignoble Tundra,Primordial Kangaroo,Blue Phillip,Noble Vial,Petroleum Guzzler,Ives,Dying Ferns
Goblin Brain 6392,1.99,9873,47.76,https://solanart.io/nft/9QSGS3Nm33mR2zEcaPR8YJU6R8Dkwg96rLUgMggHfErs,Prosaic Terrain,,Yucatan Sprite,Ratfruit,Muskospherean Cobbler,Morgellon,Snail River
Goblin Experiment 8079,2,1588,77.49,https://solanart.io/nft/6B5qrWYd3V2aXgBHkVEErDGtLh3yH4uDDyULvRXNWEvx,Handsome Interior,,Cannon Fodder,Feckless Anvil,Noble Neanderthal,Umfrey,Splendid Decor
Goblin Experiment 2127,2,2464,74.34,https://solanart.io/nft/J73uXqpAJyNpaC6iTWFm9RUjwbdoxM21KDquuAZy8jXT,Prosaic Terrain,,Cerulean Fishmonger,Meretricious Fork,Frilled Brother,Finnian,Bamboo
Goblin Experiment 3001,2,3756,69.68,https://solanart.io/nft/CzCiEAe7tbS4pUrAfUTneY6wfYmcn4DHZ9H3qtnz5okg,Sublime End,Deranged Pachyderm,Mesozoic Mammoth,Habilis Tool,Lore Master,Berinon,Red Weed
Goblin Experiment 9939,2,2167,75.41,https://solanart.io/nft/CMz3Ay6cKwF9ZpcWBFsr1WgD9BoiMZTeZjhsKmgDArCR,Blistering Desert,The Tourist,Turkana Scribe,Feckless Anvil,Festive Trog,Everard,Dying Ferns
Goblin Experiment 4884,2,NaN,0,https://solanart.io/nft/6rRLnoyuqLYHwHpZspnhFhV9MKM9jqmQkx7FSMgqcGHt,,,,,,,
Goblin Brain 5372,2,843,80.17,https://solanart.io/nft/BAgcfzSJP4f4GKdk1UhwCJafS2sJqDcAZYfH8Rm7D8kW,Sublime Range,Boil Ridden Biped,Yucatan Sprite,Sagacious Fossil,Virtuous Saint,Sadon,Dying Ferns
Goblin Experiment 9636,2,1124,79.16,https://solanart.io/nft/9tHYaoCjBLPPHBMH2oeBp2mYwzd3JBBFuNauhgyN9zh3,Delightful Apocalypse,Dissected Goblin,Karst Gobbler,Munificent Pointer,Belligerent Reptile,Althalos,Lush Fern
Goblin Experiment 1093,2,10228,46.38,https://solanart.io/nft/3D4NVutgggqAigVajT1hfHTFXmWgWDVEKkUt1SQvJ5ZC,Blistering Desert,,Red Phillip,Feckless Anvil,Beetle Headed Clotpole,Althalos,Sumptuous Lantern
Goblin Experiment 9272,2,983,79.67,https://solanart.io/nft/7N8De7hQPHDrpWH2Qj8ZGPUp4hnYubaAtF3mM4ggiMUA,Insipid Moonrise,The Inspector,Debonair Bannerman,Hubristic Documents,Splendid Valet,Ives,Red Weed
Goblin Brain 6653,2,3932,69.05,https://solanart.io/nft/8VBYL5ggcuHNfbtXYfZ6DhUShRR6HZqo64oCxpkBPTRy,Stupendous Sunrise,The Tourist,Nimble Peasant,Inveterate Remote,Spur-Galled Strumpet,Finnian,Bamboo
Goblin Experiment 9641,2,3007,72.38,https://solanart.io/nft/CDbyeHNckmmqBPKknLAjQUNg7qaQsdmGaHhHUkhrroPb,Blistering Desert,Slimy Trespasser,Chameleonic Frame,Insolent Stamper,Courtly Goblinoid,Faramond,Bamboo
Goblin Experiment 7615,2,1187,78.94,https://solanart.io/nft/5jy8G4EhtobgpfcmmeJQGJdL2GyoPbtgnc7vFz8Q7i8h,Handsome Interior,,Mesozoic Mammoth,Jejune Groggerbit,Noble Neanderthal,Gorvenal,Stump
Goblin Experiment 8382,2,8049,54.23,https://solanart.io/nft/AiCyBJRFQ8i14SaFxGPFMUZavyZop7FbsmhpBPQgxKeg,Stupendous Sunrise,,Auspicious Collector,Ratfruit,Frilled Brother,Sadon,Odd Foliage
Goblin Brain 8026,2,8518,52.54,https://solanart.io/nft/GfuLQermhyWPBxMYLPGYih5Zi61nN8SPF2bYHahFu24o,Cheery Grotto,Benjamin,Nimble Peasant,Lowly Thumbtack,Squirming Starlet,Finnian,Lush Fern
Goblin Brain 5298,2,10934,43.84,https://solanart.io/nft/7CzkwUGng4q6tuQKHV9DaLT8BSuTcytDtTV76nmi98fa,Resplendent Hillside,,Cannon Fodder,Irksome Serpent,Noble Neanderthal,Althalos,Red Weed
Goblin Experiment 7764,2,2982,72.47,https://solanart.io/nft/2ZVpi6QXCsVgCkjzZhzMZaqvPtWn2LkEmNYTuEKdQErm,Sublime End,Sentient Shrew,Alchemical Toiler,Inveterate Remote,Craven Birdy,Ranulf,Dying Ferns
Goblin Experiment 10043,2,9135,50.31,https://solanart.io/nft/4JUT87W8KfibTkh3DC9vtSbWTrt5u8zGmxmgpn8cjiJq,Illusory Horizon,,Sluggish Busybody,Salubrious Puffer,Alchemical Maw,Sadon,Stump
Goblin Experiment 6003,2,2318,74.86,https://solanart.io/nft/5cAQAcrxF4hzfhucdBDwQjUbzGTFJfKtu3nHQ49vffM6,Resplendent Hillside,,Auspicious Collector,Sagacious Fossil,Veritable Chameleon,Asher,Beloved Statue
Goblin Brain 10653,2,8724,51.79,https://solanart.io/nft/3bNJuU9rhxfQfhtwBBfsbq89kKZY5sHqw7Rco86RCjJF,Delightful Apocalypse,,Cerulean Fishmonger,Hubristic Documents,Lucy,Althalos,Gravestones
Goblin Experiment 5997,2,3113,72,https://solanart.io/nft/6rApY8aJh5X8UrJYrafYU7WnH6JtN5tgD5458t6pkfdJ,Ignoble Tundra,Dissected Goblin,Sluggish Busybody,Zealous Omen,Coldblooded Spinster,Zemislav,Gravestones
Goblin Experiment 10359,2.09,9183,49.24,https://solanart.io/nft/6SUK9gyeMbCtiYxakWRESTH5AFMzyEmz79LyinwPSDTT,Sublime End,,Irradiated Vermin,Meretricious Fork,Sneering Goblinoid,Odo,Forgotten Rune
Goblin Experiment 2535,2.1,8767,50.64,https://solanart.io/nft/3WQhBsUk6rNkiXk7iXoQkLNNL97C7SUEj2U8oYBH9wDh,Resplendent Hillside,The Chancellor,Sluggish Busybody,Mesmerizing Brooch,Ill Breeding Gazer,Asher,Red Weed
Goblin Experiment 8506,2.1,566,80.17,https://solanart.io/nft/6dKJ6vnJz18EN49dyAZyALzniykBsG3xxZCDuppvWgqU,Sublime Range,Primordial Kangaroo,Primordial Hominid,Puckish Hammer,Gloatish Glyptodon,Umfrey,Omniscient Rock
Goblin Experiment 5051,2.15,4277,66.31,https://solanart.io/nft/CRMLXcfaLDPCjyaU8ELLugVDwWCfDbLozJvcA7f8e1RN,Goblinesque Prairie,Hyuck,Blue Phillip,Hubristic Documents,Metaversal Default,Asher,Akihabara Portal
Goblin Experiment 3924,2.2,7076,55.73,https://solanart.io/nft/BE24fMrftYCgTPWr6gQ2auwhKdshAz2ksF7dQdLY8vRa,Blistering Desert,The Tinkerer,Euphoric Berserker,Minatory Whirlyjig,Beaverish Miscreant,Asher,Gravestones
Goblin Brain 5785,2.2,5983,59.67,https://solanart.io/nft/6BCscK4WCJBHuhuJdFs6ACSCax7dmQBLZanFGyya5Rsz,Equatorial Solstice,,Cerulean Fishmonger,Feckless Anvil,Irate Mandril,Ives,Television
Goblin Experiment 10633,2.2,6285,58.58,https://solanart.io/nft/HbyJ6jXQ2i8BPnBMcQyZt2VDE8VwGS8kW6cDYhK5eeTo,Sublime Range,Cruiseliner Captain,Wetware Surrogate,Hubristic Documents,Beetle Headed Clotpole,Umfrey,Dying Ferns
Goblin Experiment 5345,2.4,7768,51.24,https://solanart.io/nft/9dQtzveTewcfFyX6iZyPRE3Vidj6ZUg8pMFZ9DTqkxdg,Purgatorial Void,,Quilled Beast,Sclerotic Sextant,Hallowed Demigod,Umfrey,Forgotten Rune
Goblin Experiment 7870,2.49,9577,43.82,https://solanart.io/nft/HQ2UVUWxdZRazVoPh7G9A38U5SDG9jXRSxpTUdEwJsH7,Sublime End,,Axiomatic Venturer,Inveterate Remote,Splendid Valet,Warin,Lush Foliage
Goblin Experiment 4271,2.49,1019,74.64,https://solanart.io/nft/CiAu7qzDGAbbNEVnvVcBCdsNkzqGW4yMzBBVDtPYwFG4,Goblinesque Prairie,Hogvig,Treegoblin,Inveterate Remote,Splendid Valet,Hobodor,Akihabara Portal
Goblin Experiment 6677,2.49,9849,42.84,https://solanart.io/nft/ALiV97LBzuEDv6RJrKRSogTSB6GmuRnufmGGRJydV39V,Purgatorial Void,,Diligent Protomammal,Taciturn Choppers,Pribbling Dewberry,Bertram,Bamboo
Goblin Experiment 10049,2.5,9808,42.89,https://solanart.io/nft/AD8osPUaEQYpM4J4zAJs5vnWh8kUZdRi2fnx9BrZkfLs,Goblinesque Prairie,,Quilled Beast,Intransigent Glyph,Gloatish Glyptodon,Finnian,Akihabara Portal
Goblin Experiment 8657,2.5,8677,46.96,https://solanart.io/nft/7SkD9TNeCvkBa5E514h9VvtQAj8FLVyVtKW7gidycfu2,Blistering Desert,,Militarized Neanderthal,Insolent Stamper,Petroleum Guzzler,Zemislav,Gravestones
Goblin Experiment 5497,2.5,698,75.7,https://solanart.io/nft/B9amHSQGNtXuS3yEJu4gNVNbnit3x9Y6d3MCGJCEde5E,Resplendent Hillside,Retiree,Militarized Neanderthal,Salubrious Puffer,Knottypated Marmot,Finnian,Mesozoic Shrub
Goblin Experiment 3194,2.5,9488,44.04,https://solanart.io/nft/8VRx1GRKUPqASyAU5KohbEzaWGVFppc98RBZAuhodwRe,Primordial Grounds,,Primordial Beaver,Comely Pouch,Dissected Goon,Finnian,Trona
Goblin Experiment 2484,2.5,2806,68.11,https://solanart.io/nft/EaPsJrNtVYPXV66S2awYPtHjuR9T1nbLZLyJDoStTkPn,Purgatorial Void,Slimy Trespasser,Mesozoic Mammoth,Salubrious Puffer,Spur-Galled Strumpet,Warin,Beloved Statue
Goblin Experiment 10900,2.5,8840,46.38,https://solanart.io/nft/5MMghVpdYxDjeVeULJPnc5rhfo4PuW9vrBACKn1MZfYf,Cheery Grotto,Sargle Eighteen,Primordial Hominid,Hubristic Documents,Friendly Neighbor,Odo,Serene Well
Goblin Experiment 2465,2.5,3269,66.44,https://solanart.io/nft/9FxgqoFE9fyMbBy6FMA7Esai7uLAaPqdsb2pujvtwZTF,Blistering Desert,Impaled Scout,Auspicious Collector,Trenchant Ocarina,Impaled Froglet,Berinon,Stump
Goblin Brain 7334,2.5,11056,38.4,https://solanart.io/nft/4bD9sk1ZUp1jYRBEKa57wK2Y7Ux1bquqn3euZCjNN2UV,Sublime Range,,Sluggish Busybody,Comely Pouch,Splendid Valet,Zemislav,Red Weed
Goblin Experiment 10909,2.5,10205,41.46,https://solanart.io/nft/9uytoXXkhocaLZGH5nNmYaWFy9eXCWLFXgniUk1oWQLR,Delightful Apocalypse,,Humble Peon,Habilis Tool,Errant Rex,Umfrey,Omniscient Rock
Goblin Experiment 8728,2.52,10607,39.81,https://solanart.io/nft/3CZd4e9Fnjw8xbBCmsXaz4dsLz9bZFMGFJKmA2h4xQHW,Prosaic Terrain,,Elder Statesmen,Ruminative Candlestick,Beaverish Miscreant,Lucan,Mesozoic Shrub
Goblin Experiment 9336,2.53,10265,40.95,https://solanart.io/nft/2Nyjdc6JZMk6skyumgJzDzXpwNyaBkhdjgUpCscELbnk,Prosaic Terrain,,Humble Peon,Intransigent Glyph,Doghearted Minnow,Adelard,Dying Ferns
Goblin Brain 3338,2.6,8563,46.37,https://solanart.io/nft/GLJPJdoCVoHxWsH5jj4BVwZKKXi3UnrgZ5otL5ZjK27t,Tranquil Expanse,,Red Phillip,Irksome Serpent,Trona Magistrate,Sadon,Bamboo
Goblin Experiment 4612,2.6,10455,39.56,https://solanart.io/nft/CdWHHRdsLvD3wxChbmDUbHizcF6qjkm8E46VfXhvbXPV,Primordial Grounds,,Sluggish Busybody,Jejune Groggerbit,Lucy,Finnian,Television
Goblin Experiment 6430,2.64,8822,45.04,https://solanart.io/nft/8NemqpWNihpV9eqBruUJjq38EaQhaCXrm1RkRrWBqs1t,Purgatorial Void,,Smarmy Fellow,Jejune Groggerbit,Piggish Mallrat,Asher,Red Weed
Goblin Experiment 1728,2.66,1868,69.88,https://solanart.io/nft/DNJzz2gSSdzJ1JPDVT6jEp1g9qmpX9Z74UHNpHrZBuY9,Illusory Horizon,,Smarmy Fellow,Spasmodic Saber,Shrewd Brigadier,Faramond,Hyperspace Egg
Goblin Experiment 2974,2.69,2562,67.08,https://solanart.io/nft/GjwKhZ9v1EFZerRwtYthn7LoxYkhunVvg8GAj6yASCwa,Resplendent Hillside,Meteorite Collector,Corpulent Beast,Withering Bow,Festive Trog,Warin,Unsightly Wires
Goblin Experiment 6548,2.7,9703,41.27,https://solanart.io/nft/8S1QLJzWuHWZUbs2K15KH7jNyVR2gjGQuR2VGUPdMLLT,Goblinesque Prairie,,Wetware Surrogate,Sagacious Fossil,Dissected Goon,Finnian,Solukhumbu Omen
Goblin Experiment 2734,2.7,7855,47.92,https://solanart.io/nft/7qq7UT1ZvGJF4KSEfdFZnPbLADyFqX7s8VvzezPPMPFA,Stupendous Sunrise,,Wetware Surrogate,Insolent Stamper,Squirming Starlet,Ives,Stump
Goblin Brain 8332,2.7,1226,71.8,https://solanart.io/nft/4Y4EXQGaoLCS2F6NUEubyKn5qfYUszUTiCnegYoJrkdv,Tranquil Expanse,Boil Ridden Biped,Red Phillip,Sclerotic Sextant,Coldblooded Spinster,Ingram,Jurassic Fronds
Goblin Experiment 8227,2.7,10704,37.66,https://solanart.io/nft/2PkgHNjGnaaiy9hovbNNsJi4MKbv4ntDkeAjSMYZF6Ca,Primordial Grounds,,Primordial Hominid,Lowly Thumbtack,Virtuous Saint,Finnian,Stump
Goblin Experiment 1141,2.7,4228,60.98,https://solanart.io/nft/4VpHZexUuck4AN8hBg4NhAtBHVcKhmWF35PwwWJ4Fj95,Delightful Apocalypse,Hyuck,Karst Gobbler,Zealous Omen,Mewling Tyrant,Finnian,Bamboo
Goblin Experiment 7526,2.75,2458,66.86,https://solanart.io/nft/8j8VgEuMZm1MW88oGikSdwQGtWcohzxjFmzGb8Yjb6jA,Cheery Grotto,,Mesozoic Mammoth,Jejune Groggerbit,Urban Walrus,Wolfgang,Mesozoic Shrub
Goblin Experiment 9586,2.8,4860,57.71,https://solanart.io/nft/BBmmYay693eugwfKSpkCMxNCt7ArGyoTg4MRGgfkNmwd,Blistering Desert,,Sluggish Busybody,Inveterate Remote,Tusked Warbler,Carac,Gravestones
Goblin Brain 5413,2.8,6506,51.78,https://solanart.io/nft/Fa59eTsB7oMYDh6LBAZKdK4zZhBrMaBH9h5LZayN8Zoy,Cheery Grotto,,Militarized Neanderthal,Insolent Stamper,Coldblooded Spinster,Umfrey,Shinjuku Portal
Goblin Brain 6742,2.95,5029,55.6,https://solanart.io/nft/HnaqqXpX8ev2kQX3wqroQgqT76HLYVmHp2ZoCnAnMaAQ,Illusory Horizon,Sargle Eighteen,Humble Peon,Habilis Tool,Doghearted Minnow,Zemislav,Arashiyama Portal
Goblin Experiment 7405,2.99,451,71.69,https://solanart.io/nft/GETwXtzqx7z8cvZLnXJZtGTZPYdXZ5d28PECQbuta154,Resplendent Hillside,The Final Form,Smarmy Fellow,Pedestrian Bowl,Mewling Tyrant,Percival,Jurassic Fronds
Goblin Experiment 5244,2.99,1910,66.43,https://solanart.io/nft/2QMZVq58qxiPESbgrkLQD4nMiy6FhTv37STdHA9afQiG,Delightful Apocalypse,Primordial Kangaroo,Wetware Surrogate,Mesmerizing Brooch,Coldblooded Spinster,Althalos,Gravestones
Goblin Brain 10411,2.99,10469,35.61,https://solanart.io/nft/FiqZzKTghi4R1htKZEf3TT5rYcBicCWso956TtFrKKX8,Tranquil Expanse,,Cagey Saint,Feckless Anvil,Splendid Valet,Morgellon,Lush Fern
Goblin Experiment 7937,2.99,10488,35.54,https://solanart.io/nft/3KwXSCX9uNXD9MWTok3dNJk457h8QPm1jvZCCkEmNChH,Goblinesque Prairie,,Treegoblin,Trenchant Ocarina,Pribbling Dewberry,Sadon,Beloved Statue
Goblin Brain 4055,3,3831,59.41,https://solanart.io/nft/FxCzBnRJ6F7xZM6XUSxUZSTqvdY7fz5SaSiTqdxxTAVq,Blistering Desert,Primordial Kangaroo,Royal Poltergeist,Righteous Telescope,Piggish Mallrat,Asher,Forgotten Rune
Goblin Brain 2669,3,9386,39.41,https://solanart.io/nft/EXtbEPTkdPUFgWLouie9eCpp6vhq96tq53r1J7rqpqaA,Cheery Grotto,,Debonair Bannerman,Trenchant Ocarina,Shackled Wizard,Everard,Red Weed
Goblin Experiment 4633,3,8350,43.14,https://solanart.io/nft/J8JysphaLyMVC3mjoQr4yz45ny3p7Q5J9ZG8xBt31pBJ,Insipid Moonrise,,Mesozoic Mammoth,Habilis Tool,Heroic Countenance,Finnian,Gravestones
Goblin Experiment 4580,3,519,71.34,https://solanart.io/nft/BmnrtzvgDxFPfwewh7K9VxqcJhJKXNtdQmeJ9RL2p9NR,Insipid Moonrise,Passengers,Glorious Goblin,Hubristic Documents,Beaverish Miscreant,Bertris,Gravestones
Goblin Experiment 341,3,3023,62.32,https://solanart.io/nft/JAjGoENFPM1Vj9Q4HzE5d9zM1jC4DopSxiXQ1maEggkz,Primordial Grounds,The Tinkerer,Cynical Quadruped,Ratfruit,Lead Gossiper,Morgellon,Architectural Marvel
Goblin Brain 6999,3,7409,46.53,https://solanart.io/nft/Ukj8hfd7w3NKg5Z39gXY5wxUEViKJPSAyejE4ugRrUY,Ignoble Tundra,Broadcast,Nimble Peasant,Minatory Whirlyjig,Ill Breeding Gazer,Umfrey,Bamboo
Goblin Experiment 2619,3,2231,65.18,https://solanart.io/nft/CjHXX8nnWsjy2DbTvTiax6aTpouiFuiJQDgbMX2szNVY,Resplendent Hillside,The Tinkerer,Mesozoic Mammoth,Pedestrian Bowl,Metaversal Default,Lucan,Ueno Portal
